Roll Year,Jurisdiction,Roll Number (Formatted),Mailing Address Line 6,Situs Unit Number,Situs Street Address,Previous Roll Value,Actual Value Land Total,Actual Value Impr Total,Actual Value Total
2023,District of Oak Bay,04-1405-00,V8R 5V5,,1632 MONTEREY,1201000,1144000,161000,1305000
2023,District of Oak Bay,04-1406-10,V8R 5V5,,1638 MONTEREY,1625000,1173000,639000,1812000
2023,District of Oak Bay,04-1407-10,V8R 5T4,,1639 HAMPSHIRE,1528000,1183000,498000,1681000
2023,District of Oak Bay,04-1408-10,V8R 2N1,,1631 HAMPSHIRE,1524000,1198000,463000,1661000
2023,District of Oak Bay,04-1409-00,V8R 5T4,,1625 HAMPSHIRE,1289000,1168000,268000,1436000
2023,District of Oak Bay,04-1410-00,V8R 5T4,,1619 HAMPSHIRE,1153600,1168000,88800,1256800
2023,District of Oak Bay,04-1411-00,V8R 5T4,,1611 HAMPSHIRE,1956000,1168000,989000,2157000
2023,District of Oak Bay,04-1412-00,V8R 5T4,,1597 HAMPSHIRE,1836000,1170000,822000,1992000
2023,District of Oak Bay,04-1412-01,V8R 5T4,,1595 HAMPSHIRE,1835000,1166000,827000,1993000
2023,District of Oak Bay,04-1413-00,V8R 5T4,,1587 HAMPSHIRE,1274000,1168000,243000,1411000
2023,District of Oak Bay,04-1413-00,V8R 5T4,,1587 HAMPSHIRE,1274000,1168000,243000,1411000
2023,District of Oak Bay,04-1414-00,V8R 5T4,,1579 HAMPSHIRE,1219000,1169000,174000,1343000
2023,District of Oak Bay,04-1415-00,V8R 5T4,,1571 HAMPSHIRE,1370000,1168000,344000,1512000
2023,District of Oak Bay,04-1416-00,V8R 5T4,,1563 HAMPSHIRE,1130600,1168000,70700,1238700
2023,District of Oak Bay,04-1417-00,V8R 5T4,,1555 HAMPSHIRE,1217000,1168000,175000,1343000
2023,District of Oak Bay,04-1418-00,V8R 5T4,,1547 HAMPSHIRE,1236000,1168000,177000,1345000
2023,District of Oak Bay,04-1419-00,V8R 6E5,,1537 HAMPSHIRE,1244000,1156000,305000,1461000
2023,District of Oak Bay,04-1419-00,V8R 6E5,,1537 HAMPSHIRE,1244000,1156000,305000,1461000
2023,District of Oak Bay,04-1420-00,V8R 1G2,,1531 HAMPSHIRE,1061000,1034000,118000,1152000
2023,District of Oak Bay,04-1420-00,V8T 5L2,,1531 HAMPSHIRE,1061000,1034000,118000,1152000
2023,District of Oak Bay,04-1423-00,V9A 1M7,,1529 MONTEREY,1413000,1222000,308000,1530000
2023,District of Oak Bay,04-1424-00,V8R 5V3,, MONTEREY,47200,51400,0,51400
2023,District of Oak Bay,04-1424-00,V8T 2V4,, MONTEREY,47200,51400,0,51400
2023,District of Oak Bay,04-1425-00,V8T 2V4,,1539 MONTEREY,1298000,1141000,290000,1431000
2023,District of Oak Bay,04-1425-00,V8R 5V3,,1539 MONTEREY,1298000,1141000,290000,1431000
2023,District of Oak Bay,04-1426-00,V8R 5V3,,1547 MONTEREY,1327000,1153000,292000,1445000
2023,District of Oak Bay,04-1427-00,V8R 5V3,,1555 MONTEREY,1193000,1152000,177000,1329000
2023,District of Oak Bay,04-1428-00,V6Z 2E6,,1563 MONTEREY,1391000,1152000,644000,1796000
2023,District of Oak Bay,04-1429-00,V8R 5V3,,1571 MONTEREY,1246000,1152000,204000,1356000
2023,District of Oak Bay,04-1430-00,V8R 5V3,,1579 MONTEREY,1182000,1152000,141000,1293000
2023,District of Oak Bay,04-1431-00,V8R 5V3,,1587 MONTEREY,1414000,1152000,223000,1375000
2023,District of Oak Bay,04-1432-00,V8R 5V3,,1597 MONTEREY,1379000,1151000,364000,1515000
2023,District of Oak Bay,04-1433-00,V8R 5V3,,1605 MONTEREY,1169000,1152000,134000,1286000
2023,District of Oak Bay,04-1434-00,V8R 5V3,,1617 MONTEREY,1401000,1152000,393000,1545000
2023,District of Oak Bay,04-1435-00,V8R 1P1,,2255 WOODLAWN,1349000,1200000,278000,1478000
2023,District of Oak Bay,04-1439-00,V8R 5T5,,1616 HAMPSHIRE,1396000,1292000,751000,2043000
2023,District of Oak Bay,04-1440-00,V8R 5T5,,1624 HAMPSHIRE,1492000,1292000,325000,1617000
2023,District of Oak Bay,04-1440-00,V8R 5T5,,1624 HAMPSHIRE,1492000,1292000,325000,1617000
2023,District of Oak Bay,04-1441-00,V8R 5T5,,1630 HAMPSHIRE,1371000,1292000,196000,1488000
2023,District of Oak Bay,04-1442-00,V8R 5T5,,1636 HAMPSHIRE,1584000,1292000,451000,1743000
2023,District of Oak Bay,04-1443-00,V8R 5T5,,1650 HAMPSHIRE,1480000,1292000,313000,1605000
2023,District of Oak Bay,04-1444-00,V8R 5T5,,1654 HAMPSHIRE,2505000,1297000,1520000,2817000
2023,District of Oak Bay,04-1445-00,V8R 5S3,,1649 WILMOT,1472000,1345000,444000,1789000
2023,District of Oak Bay,04-1446-00,V8R 5S3,,1641 WILMOT,2366000,1331000,1381000,2712000
2023,District of Oak Bay,04-1447-00,V8R 5S3,,1633 WILMOT,1498000,1331000,294000,1625000
2023,District of Oak Bay,04-1448-00,V8R 5S3,,1627 WILMOT,1479000,1331000,285000,1616000
2023,District of Oak Bay,04-1449-00,V8R 5S3,,1619 WILMOT,1537000,1331000,347000,1678000
2023,District of Oak Bay,04-1450-00,V8R 5S3,,1617 WILMOT,1513000,1330000,332000,1662000
2023,District of Oak Bay,04-1451-00,V8R 5S4,,1612 WILMOT,1341000,1330000,149000,1479000
2023,District of Oak Bay,04-1452-00,V8R 5S4,,1618 WILMOT,2460000,1329000,1524000,2853000
2023,District of Oak Bay,04-1453-00,V8R 5S4,,1626 WILMOT,1457000,1376000,231000,1607000
2023,District of Oak Bay,04-1454-00,V8R 5S4,,1632 WILMOT,1348000,1280000,180000,1460000
2023,District of Oak Bay,04-1455-00,V8R 5S4,,1638 WILMOT,1371000,1329000,165000,1494000
2023,District of Oak Bay,04-1456-00,V8R 5S4,,1648 WILMOT,2583000,1345000,1583000,2928000
2023,District of Oak Bay,04-1457-00,V8R 5N5,,1697 YALE,1380000,1311000,187000,1498000
2023,District of Oak Bay,04-1458-00,V8R 5N5,,1689 YALE,1379000,1355000,141000,1496000
2023,District of Oak Bay,04-1459-00,V9H 1E7,,1685 YALE,1422000,1355000,189000,1544000
2023,District of Oak Bay,04-1460-00,V8X 1V6,,1675 YALE,1362000,1355000,125000,1480000
2023,District of Oak Bay,04-1461-00,V8R 5N5,,1667 YALE,1602000,1291000,473000,1764000
2023,District of Oak Bay,04-1462-00,V8R 5N5,,1657 YALE,1408000,1291000,239000,1530000
2023,District of Oak Bay,04-1463-00,V8R 1P2,,2272 WOODLAWN,1792000,1265000,624000,1889000
2023,District of Oak Bay,04-1464-01,V8R 1P2,,2276 WOODLAWN,1935000,1345000,730000,2075000
2023,District of Oak Bay,04-1464-02,V8R 1P2,,2278 WOODLAWN,2710000,1375000,1709000,3084000
2023,District of Oak Bay,04-1466-00,V8R 1P2,,2280 WOODLAWN,1579000,1410000,320000,1730000
2023,District of Oak Bay,04-1467-00,V0R 1X7,,2285 WOODLAWN,2533000,1488000,1337000,2825000
2023,District of Oak Bay,04-1468-00,V8R 1P1,,2281 WOODLAWN,2898000,1585000,1728000,3313000
2023,District of Oak Bay,04-1469-00,V8R 1P1,,2275 WOODLAWN,1360000,1315000,183000,1498000
2023,District of Oak Bay,04-1470-00,V8R 1P1,,2271 WOODLAWN,1666000,1346000,476000,1822000
2023,District of Oak Bay,04-1471-00,V8S 3E4,,2307 WINDSOR,1771000,1563000,333000,1896000
2023,District of Oak Bay,04-1471-00,V8S 3E4,,2307 WINDSOR,1771000,1563000,333000,1896000
2023,District of Oak Bay,04-1474-00,V8S 4Y1,,1084 ST. PATRICK,1428000,1199000,348000,1547000
2023,District of Oak Bay,04-1475-00,V8S 4W8,,1073 OLIVER,1549000,1272000,416000,1688000
2023,District of Oak Bay,04-1476-00,V8S 4W8,,1067 OLIVER,1933000,1272000,887000,2159000
2023,District of Oak Bay,04-1477-00,V8S 4W8,,1059 OLIVER,1391000,1272000,220000,1492000
2023,District of Oak Bay,04-1478-00,V8S 4W8,,1051 OLIVER,1309000,1272000,148000,1420000
2023,District of Oak Bay,04-1479-00,V8S 4W8,,1041 OLIVER,1310000,1273000,135000,1408000
2023,District of Oak Bay,04-1480-01,V8S 4W8,,1035 OLIVER,1601000,1272000,521000,1793000
2023,District of Oak Bay,04-1480-02,V8S 4W8,,1027 OLIVER,1714000,1272000,624000,1896000
2023,District of Oak Bay,04-1482-00,V8S 4Y1,,1072 ST. PATRICK,1315000,1285000,151000,1436000
2023,District of Oak Bay,04-1483-00,V8S 4Y1,,1066 ST. PATRICK,1254000,1285000,69900,1354900
2023,District of Oak Bay,04-1484-00,V8S 4Y1,,1058 ST. PATRICK,1436000,1285000,261000,1546000
2023,District of Oak Bay,04-1485-00,V8S 4Y1,,1050 ST. PATRICK,1885000,1674000,362000,2036000
2023,District of Oak Bay,04-1485-00,V8S 4Y1,,1050 ST. PATRICK,1885000,1674000,362000,2036000
2023,District of Oak Bay,04-1487-00,V8S 4Y1,,1034 ST. PATRICK,1547000,1285000,398000,1683000
2023,District of Oak Bay,04-1488-00,V8S 4Y1,,1022 ST. PATRICK,1329000,1285000,140000,1425000
2023,District of Oak Bay,04-1489-00,V8S 4W8,,1017 OLIVER,1207000,1139000,152000,1291000
2023,District of Oak Bay,04-1490-00,V8S 2Y9,,2312 MCNEILL,1411000,1139000,394000,1533000
2023,District of Oak Bay,04-1491-00,V8S 2Y9,,2318 MCNEILL,1180000,1139000,126000,1265000
2023,District of Oak Bay,04-1492-00,V8S 2Y9,,2324 MCNEILL,1170000,1139000,129000,1268000
2023,District of Oak Bay,04-1493-00,V8S 4Y1,,1014 ST. PATRICK,1575000,1139000,555000,1694000
2023,District of Oak Bay,04-1494-00,V8S 3E2,,2267 WINDSOR,1188100,1199000,83300,1282300
2023,District of Oak Bay,04-1495-00,V8S 3E2,,2275 WINDSOR,1253000,1199000,162000,1361000
2023,District of Oak Bay,04-1496-00,V8S 3E2,,2281 WINDSOR,1241000,1199000,156000,1355000
2023,District of Oak Bay,04-1497-01,V8S 3E2,,2287 WINDSOR,1633000,1199000,581000,1780000
2023,District of Oak Bay,04-1497-02,V8S 4W7,,1078 OLIVER,1706000,1199000,650000,1849000
2023,District of Oak Bay,04-1499-00,V8S 4V4,,1073 MONTEREY,1772000,1235000,687000,1922000
2023,District of Oak Bay,04-1500-00,V8S 4V4,,1065 MONTEREY,1428000,1199000,393000,1592000
2023,District of Oak Bay,04-1501-00,V8S 4V4,,1057 MONTEREY,1253000,1235000,125000,1360000
2023,District of Oak Bay,04-1502-00,V8S 4V4,,1049 MONTEREY,1486000,1236000,360000,1596000
2023,District of Oak Bay,04-1503-00,V8S 4V4,,1041 MONTEREY,1290000,1235000,152000,1387000
2023,District of Oak Bay,04-1504-00,V8S 4V4,,1033 MONTEREY,1757000,1235000,674000,1909000
2023,District of Oak Bay,04-1505-00,V8S 4V4,,1025 MONTEREY,1495000,1235000,387000,1622000
2023,District of Oak Bay,04-1506-00,V8S 4W7,,1074 OLIVER,2020000,1272000,912000,2184000
2023,District of Oak Bay,04-1507-00,V8S 4W7,,1066 OLIVER,1525000,1272000,392000,1664000
2023,District of Oak Bay,04-1508-00,V8S 4W7,,1058 OLIVER,1336000,1272000,160000,1432000
2023,District of Oak Bay,04-1509-00,V8S 4W7,,1050 OLIVER,2430000,1272000,1503000,2775000
2023,District of Oak Bay,04-1510-00,V8S 4W7,,1044 OLIVER,1459000,1272000,299000,1571000
2023,District of Oak Bay,04-1511-00,V8S 4W7,,1034 OLIVER,1460000,1272000,306000,1578000
2023,District of Oak Bay,04-1512-00,V8S 4W7,,1026 OLIVER,1313000,1272000,161000,1433000
2023,District of Oak Bay,04-1513-01,V8S 4V4,,1017 MONTEREY,1314000,1199000,210000,1409000
2023,District of Oak Bay,04-1514-00,V8S 4V4,,1009 MONTEREY,1262000,1150000,205000,1355000
2023,District of Oak Bay,04-1515-00,V8S 2Y8,,2270 MCNEILL,1272000,1138000,223000,1361000
2023,District of Oak Bay,04-1516-00,V8S 2Y8,,2280 MCNEILL,1181000,1139000,127000,1266000
2023,District of Oak Bay,04-1517-00,V8S 4W7,,1010 OLIVER,1229000,1139000,179000,1318000
2023,District of Oak Bay,04-1518-00,V8R 5V6,,1639 MONTEREY,1705000,1342000,530000,1872000
2023,District of Oak Bay,05-1540-00,V8R 1G2,, NEWPORT,449000,481000,0,481000
2023,District of Oak Bay,05-1541-00,V8S 5C8,,877 NEWPORT,1733000,1658000,424000,2082000
2023,District of Oak Bay,05-1542-00,V8S 5C8,,865 NEWPORT,1626000,1572000,373000,1945000
2023,District of Oak Bay,05-1547-00,V8S 5C8,,831 NEWPORT,2481000,1560000,1434000,2994000
2023,District of Oak Bay,05-1548-00,V8S 5C8,,821 NEWPORT,1419000,1574000,134000,1708000
2023,District of Oak Bay,05-1549-00,V8S 5C8,,805 NEWPORT,2198000,2050000,593000,2643000
2023,District of Oak Bay,05-1549-00,V8S 5C8,,805 NEWPORT,2198000,2050000,593000,2643000
2023,District of Oak Bay,05-1550-00,V8S 5C8,,795 NEWPORT,1532000,1584000,250000,1834000
2023,District of Oak Bay,05-1550-00,T2P 1C9,,795 NEWPORT,1532000,1584000,250000,1834000
2023,District of Oak Bay,05-1551-00,V8S 5C8,,787 NEWPORT,1440000,1565000,153000,1718000
2023,District of Oak Bay,05-1552-00,V8S 5C8,,767 NEWPORT,2017000,1579000,784000,2363000
2023,District of Oak Bay,05-1553-00,V8S 5C8,,759 NEWPORT,1444000,1563000,172000,1735000
2023,District of Oak Bay,05-1554-00,V8S 5C8,,745 NEWPORT,1759000,1819000,288000,2107000
2023,District of Oak Bay,05-1555-00,V8S 5C8,,725 NEWPORT,1697000,1833000,208000,2041000
2023,District of Oak Bay,05-1556-00,V8S 5C8,,713 NEWPORT,2485000,1795000,1193000,2988000
2023,District of Oak Bay,05-1557-00,V8S 5C9,,988 NEWPORT,2419000,1941000,715000,2656000
2023,District of Oak Bay,05-1557-00,V8S 5C9,,988 NEWPORT,2419000,1941000,715000,2656000
2023,District of Oak Bay,05-1558-00,V8S 5C6,,964 NEWPORT,2212000,1505000,946000,2451000
2023,District of Oak Bay,05-1558-00,V8S 5C9,,964 NEWPORT,2212000,1505000,946000,2451000
2023,District of Oak Bay,05-1559-00,V8S 5C9,,954 NEWPORT,1959000,1909000,224000,2133000
2023,District of Oak Bay,05-1561-00,V8S 5C9,,942 NEWPORT,1517000,1465000,163000,1628000
2023,District of Oak Bay,05-1562-00,V8S 5C9,,920 NEWPORT,1553000,1466000,201000,1667000
2023,District of Oak Bay,05-1563-00,V8S 5C9,,912 NEWPORT,2097000,1533000,961000,2494000
2023,District of Oak Bay,05-1563-05,V8S 5C9,,906 NEWPORT,1969000,1443000,722000,2165000
2023,District of Oak Bay,05-1566-00,V8S 5C4,,975 LINKLEAS,1599000,1355000,387000,1742000
2023,District of Oak Bay,05-1567-00,V8S 5C4,,943 LINKLEAS,1470000,1395000,184000,1579000
2023,District of Oak Bay,05-1568-00,V8S 5C9,,898 NEWPORT,1422000,1362000,164000,1526000
2023,District of Oak Bay,05-1569-00,V8S 5C9,,878 NEWPORT,1424000,1268000,263000,1531000
2023,District of Oak Bay,05-1570-00,V8S 5C9,,866 NEWPORT,1412000,1253000,269000,1522000
2023,District of Oak Bay,05-1571-00,V8S 5C9,,854 NEWPORT,1491000,1253000,373000,1626000
2023,District of Oak Bay,05-1572-00,V8S 5C9,,844 NEWPORT,1289000,1253000,149000,1402000
2023,District of Oak Bay,05-1572-00,V9Y 9C7,,844 NEWPORT,1289000,1253000,149000,1402000
2023,District of Oak Bay,05-1573-00,V8S 5C9,,832 NEWPORT,1651000,1253000,551000,1804000
2023,District of Oak Bay,05-1574-00,V8S 5C9,,822 NEWPORT,2537000,1253000,1607000,2860000
2023,District of Oak Bay,05-1575-00,V8S 5C9,,812 NEWPORT,1447000,1253000,307000,1560000
2023,District of Oak Bay,05-1576-00,V8S 5C9,,800 NEWPORT,1405000,1253000,246000,1499000
2023,District of Oak Bay,05-1577-00,V8S 5C9,,792 NEWPORT,1647000,1253000,544000,1797000
2023,District of Oak Bay,05-1578-00,V8S 5C9,,780 NEWPORT,1400000,1253000,227000,1480000
2023,District of Oak Bay,05-1579-00,V8S 5C9,,768 NEWPORT,1991000,1253000,923000,2176000
2023,District of Oak Bay,05-1580-00,V8S 5C9,,758 NEWPORT,1469000,1253000,343000,1596000
2023,District of Oak Bay,05-1581-00,V8S 5C9,,746 NEWPORT,1310000,1253000,148000,1401000
2023,District of Oak Bay,05-1582-00,V8S 5C9,,736 NEWPORT,1481000,1253000,342000,1595000
2023,District of Oak Bay,05-1583-00,V8S 5C9,,724 NEWPORT,1412000,1253000,258000,1511000
2023,District of Oak Bay,05-1584-00,V8S 5C9,,714 NEWPORT,1578000,1356000,353000,1709000
2023,District of Oak Bay,05-1585-00,V8S 5C4,,885 LINKLEAS,2319000,1193000,1399000,2592000
2023,District of Oak Bay,05-1586-00,V8S 5C4,,875 LINKLEAS,1298000,1194000,197000,1391000
2023,District of Oak Bay,05-1587-00,V8S 5C4,,855 LINKLEAS,1278000,1194000,175000,1369000
2023,District of Oak Bay,05-1588-00,V8S 5C4,,835 LINKLEAS,1385000,1194000,276000,1470000
2023,District of Oak Bay,05-1590-00,V8S 5C4,,831 LINKLEAS,2078000,1194000,1058000,2252000
2023,District of Oak Bay,05-1590-10,V8S 5C4,,825 LINKLEAS,1785000,1194000,744000,1938000
2023,District of Oak Bay,05-1591-00,V8S 5C4,,821 LINKLEAS,1240000,1194000,135000,1329000
2023,District of Oak Bay,05-1592-00,V8S 5C4,,811 LINKLEAS,1348000,1194000,265000,1459000
2023,District of Oak Bay,05-1593-00,V8S 5C4,,799 LINKLEAS,1625000,1395000,367000,1762000
2023,District of Oak Bay,05-1594-00,V8S 5C4,,777 LINKLEAS,1638000,1395000,384000,1779000
2023,District of Oak Bay,05-1595-00,V8S 5C4,,767 LINKLEAS,1259000,1194000,154000,1348000
2023,District of Oak Bay,05-1596-00,V3Z 9X4,,759 LINKLEAS,2549000,1194000,1717000,2911000
2023,District of Oak Bay,05-1597-00,V8S 5C4,,745 LINKLEAS,1290000,1194000,212000,1406000
2023,District of Oak Bay,05-1598-00,V8S 5C4,,737 LINKLEAS,1266000,1195000,162000,1357000
2023,District of Oak Bay,05-1599-00,V8S 2T3,,2530 CENTRAL,1343000,1198000,253000,1451000
2023,District of Oak Bay,05-1600-00,V8S 2T3,,2510 CENTRAL,1459000,1278000,300000,1578000
2023,District of Oak Bay,05-1600-00,V8S 2T3,,2510 CENTRAL,1459000,1278000,300000,1578000
2023,District of Oak Bay,05-1601-00,V8S 2Z5,,2523 MCNEILL,1905000,1191000,940000,2131000
2023,District of Oak Bay,05-1602-00,V8X 1M2,,982 LINKLEAS,1249000,1191000,144000,1335000
2023,District of Oak Bay,05-1603-00,V8S 5C3,,978 LINKLEAS,1320000,1191000,295000,1486000
2023,District of Oak Bay,05-1604-00,V6H 1S1,,966 LINKLEAS,1231000,1192000,123000,1315000
2023,District of Oak Bay,05-1605-00,V8S 1Y1,,954 LINKLEAS,1258000,1192000,162000,1354000
2023,District of Oak Bay,05-1605-00,V8S 5C3,,954 LINKLEAS,1258000,1192000,162000,1354000
2023,District of Oak Bay,05-1605-00,V8S 5C3,,954 LINKLEAS,1258000,1192000,162000,1354000
2023,District of Oak Bay,05-1606-00,V5K 3M8,,942 LINKLEAS,1270000,1192000,164000,1356000
2023,District of Oak Bay,05-1607-00,V8S 5C3,,928 LINKLEAS,1276000,1192000,181000,1373000
2023,District of Oak Bay,05-1608-00,V8S 5C3,,910 LINKLEAS,1241000,1192000,137000,1329000
2023,District of Oak Bay,05-1609-00,V8S 5C3,,900 LINKLEAS,1249000,1192000,149000,1341000
2023,District of Oak Bay,05-1610-00,N2P 2L3,,888 LINKLEAS,1301000,1193000,191000,1384000
2023,District of Oak Bay,05-1611-00,V8S 5C3,,876 LINKLEAS,1248000,1193000,143000,1336000
2023,District of Oak Bay,05-1612-00,V8S 5C3,,856 LINKLEAS,1312000,1193000,219000,1412000
2023,District of Oak Bay,05-1613-00,V8S 5C3,,836 LINKLEAS,1364000,1193000,277000,1470000
2023,District of Oak Bay,05-1614-00,V8S 5C3,,834 LINKLEAS,1269000,1193000,167000,1360000
2023,District of Oak Bay,05-1615-00,V8S 5C3,,832 LINKLEAS,1337000,1193000,276000,1469000
2023,District of Oak Bay,05-1616-00,V8S 5C3,,820 LINKLEAS,1257000,1193000,154000,1347000
2023,District of Oak Bay,05-1617-00,V8S 5C3,,812 LINKLEAS,1183000,1193000,75000,1268000
2023,District of Oak Bay,05-1618-00,V8S 5C3,,798 LINKLEAS,1279000,1193000,180000,1373000
2023,District of Oak Bay,05-1619-00,V8S 5C3,,790 LINKLEAS,1460000,1193000,389000,1582000
2023,District of Oak Bay,05-1620-00,V8S 5C3,,782 LINKLEAS,2241000,1193000,1340000,2533000
2023,District of Oak Bay,05-1621-00,V8S 5C3,,770 LINKLEAS,2198000,1194000,1286000,2480000
2023,District of Oak Bay,05-1622-00,V8S 5C3,,760 LINKLEAS,1225000,1194000,117000,1311000
2023,District of Oak Bay,05-1623-00,V8S 5C3,,746 LINKLEAS,1254000,1194000,147000,1341000
2023,District of Oak Bay,05-1624-00,V8S 5C3,,736 LINKLEAS,1256000,1195000,150000,1345000
2023,District of Oak Bay,05-1625-00,V8S 5C3,,726 LINKLEAS,1332000,1193000,227000,1420000
2023,District of Oak Bay,05-1626-00,V0N 1P0,,714 LINKLEAS,1273000,1232000,148000,1380000
2023,District of Oak Bay,05-1627-00,V8S 2Z5,,2501 MCNEILL,1394000,1192000,315000,1507000
2023,District of Oak Bay,05-1628-00,V8S 5B1,,977 BYNG,1379000,1194000,294000,1488000
2023,District of Oak Bay,05-1629-00,V8S 5B1,,965 BYNG,1352000,1195000,257000,1452000
2023,District of Oak Bay,05-1630-00,V8S 5B1,,957 BYNG,1273000,1196000,168000,1364000
2023,District of Oak Bay,05-1631-00,V8W 1B1,,943 BYNG,1169900,1198000,60000,1258000
2023,District of Oak Bay,05-1632-00,V8S 5B1,,941 BYNG,1381000,1199000,287000,1486000
2023,District of Oak Bay,05-1633-00,V8S 5B1,,937 BYNG,1376000,1200000,266000,1466000
2023,District of Oak Bay,05-1633-00,V8S 5B1,,937 BYNG,1376000,1200000,266000,1466000
2023,District of Oak Bay,05-1634-00,V8S 5B1,,929 BYNG,1283000,1201000,173000,1374000
2023,District of Oak Bay,05-1635-00,V8S 5B1,,915 BYNG,1263000,1202000,150000,1352000
2023,District of Oak Bay,05-1635-00,V8S 5B1,,915 BYNG,1263000,1202000,150000,1352000
2023,District of Oak Bay,05-1636-00,V8S 5B1,,897 BYNG,1409000,1371000,144000,1515000
2023,District of Oak Bay,05-1640-00,V8S 5B1,,833 BYNG,1241000,1209000,135000,1344000
2023,District of Oak Bay,05-1641-00,V8S 5B1,,819 BYNG,1400000,1210000,299000,1509000
2023,District of Oak Bay,05-1642-00,V8S 5B1,,807 BYNG,1234000,1211000,113000,1324000
2023,District of Oak Bay,05-1643-00,V8S 5B1,,799 BYNG,1176400,1212000,55900,1267900
2023,District of Oak Bay,05-1644-00,V8S 5B1,,789 BYNG,1293000,1213000,171000,1384000
2023,District of Oak Bay,05-1645-00,V8S 5B1,,779 BYNG,1240000,1214000,113000,1327000
2023,District of Oak Bay,05-1646-00,V8S 5B1,,767 BYNG,2248000,1215000,1320000,2535000
2023,District of Oak Bay,05-1647-00,V8S 5B1,,759 BYNG,1305000,1216000,194000,1410000
2023,District of Oak Bay,05-1647-00,V8S 5B1,,759 BYNG,1305000,1216000,194000,1410000
2023,District of Oak Bay,05-1648-00,V8S 5B1,,749 BYNG,1312000,1217000,191000,1408000
2023,District of Oak Bay,05-1649-00,V8S 5B1,,735 BYNG,1523000,1218000,440000,1658000
2023,District of Oak Bay,05-1650-00,V8S 2T1,,2504 CENTRAL,2158000,1155000,1245000,2400000
2023,District of Oak Bay,05-1651-00,V8S 2T1,,2500 CENTRAL,1309000,1278000,119000,1397000
2023,District of Oak Bay,05-1651-00,V8S 2T1,,2500 CENTRAL,1309000,1278000,119000,1397000
2023,District of Oak Bay,05-1652-00,V8S 2T5,,2595 CENTRAL,1769000,1814000,290000,2104000
2023,District of Oak Bay,05-1653-00,V8S 5C6,,681 NEWPORT,1472000,1622000,176000,1798000
2023,District of Oak Bay,05-1654-00,V8S 5C6,,661 NEWPORT,4020000,2762000,2006000,4768000
2023,District of Oak Bay,05-1655-00,V8S 5C6,,641 NEWPORT,2190000,2462000,177000,2639000
2023,District of Oak Bay,05-1656-00,V8S 5C6,,621 NEWPORT,4432000,2619000,2430000,5049000
2023,District of Oak Bay,05-1657-00,V8S 4R6,,605 NEWPORT,3404000,2619000,1515000,4134000
2023,District of Oak Bay,05-1658-00,V8S 5C6,,575 NEWPORT,3052000,2619000,1012000,3631000
2023,District of Oak Bay,05-1659-00,V8S 5C6,,555 NEWPORT,2648000,2611000,557000,3168000
2023,District of Oak Bay,05-1660-00,V8S 5C6,,539 NEWPORT,5723000,3705000,2415000,6120000
2023,District of Oak Bay,05-1660-00,V8S 5C6,,539 NEWPORT,5723000,3705000,2415000,6120000
2023,District of Oak Bay,05-1661-00,V8W 1K8,,501 NEWPORT,6983000,3275000,4531000,7806000
2023,District of Oak Bay,05-1662-11,V8S 5C6,,475 NEWPORT,3707000,3523000,917000,4440000
2023,District of Oak Bay,05-1662-12,V8S 5C6,,451 NEWPORT,3879000,3515000,971000,4486000
2023,District of Oak Bay,05-1664-00,V8S 5C6,,407 NEWPORT,3299000,3029000,951000,3980000
2023,District of Oak Bay,05-1665-00,V8S 5C7,,686 NEWPORT,1464000,1610000,150000,1760000
2023,District of Oak Bay,05-1666-00,V6J 1C4,,2515 CENTRAL,1590000,1632000,267000,1899000
2023,District of Oak Bay,05-1667-00,V8S 5C2,,671 LINKLEAS,1372000,1513000,147000,1660000
2023,District of Oak Bay,05-1668-00,V8S 5C7,,670 NEWPORT,1720000,1649000,407000,2056000
2023,District of Oak Bay,05-1669-00,V9R 6V1,,655 LINKLEAS,1461000,1583000,171000,1754000
2023,District of Oak Bay,05-1669-00,V8L 3G3,,655 LINKLEAS,1461000,1583000,171000,1754000
2023,District of Oak Bay,05-1669-00,V8S 5C2,,655 LINKLEAS,1461000,1583000,171000,1754000
2023,District of Oak Bay,05-1671-00,V8S 5C7,,656 NEWPORT,1057400,1213000,68800,1281800
2023,District of Oak Bay,05-1672-00,V8S 5C7,,636 NEWPORT,2134000,1960000,614000,2574000
2023,District of Oak Bay,05-1673-00,V8S 5C7,,620 NEWPORT,2162000,2064000,550000,2614000
2023,District of Oak Bay,05-1674-00,V8S 5C7,,602 NEWPORT,2082000,2063000,439000,2502000
2023,District of Oak Bay,05-1675-00,V8S 5C2,,585 LINKLEAS,2163000,2304000,307000,2611000
2023,District of Oak Bay,05-1676-00,V8S 5C7,,572 NEWPORT,1757000,1767000,343000,2110000
2023,District of Oak Bay,05-1677-00,V8S 5C7,,556 NEWPORT,2650000,2064000,1116000,3180000
2023,District of Oak Bay,05-1678-00,V8S 5C7,,546 NEWPORT,1895000,2064000,223000,2287000
2023,District of Oak Bay,05-1679-00,V8S 5C7,,516 NEWPORT,2823000,2290000,957000,3247000
2023,District of Oak Bay,05-1680-00,V8S 5C1,,686 LINKLEAS,2002000,1916000,457000,2373000
2023,District of Oak Bay,05-1681-00,V8S 2T2,,2501 CENTRAL,1814000,1830000,354000,2184000
2023,District of Oak Bay,05-1681-00,V8S 2T2,,2501 CENTRAL,1814000,1830000,354000,2184000
